subject,kernel,r_s,balanced_hit_seed_mean,raw_hit_seed_mean,auc_seed_mean
P3Numbers_20150507_m_15_001,65,29,0.0,0.3333333333333333,0.5979287583930807
P3Numbers_20150507_m_16_001,65,9,0.6666666666666666,0.6666666666666666,0.8088916982722293
P3Numbers_20150514_f_09_001,65,15,1.0,1.0,0.6618729669577128
P3Numbers_20150514_f_09_002,65,11,1.0,1.0,0.6519818063677713
P3Numbers_20150514_f_10_001,65,18,0.0,0.0,0.6040829346092504
P3Numbers_20150514_f_10_002,65,15,1.0,1.0,0.8087265347539322
P3Numbers_20150514_f_10_003,65,5,1.0,1.0,0.9511316872427983
P3Numbers_20150514_m_09_001,65,3,1.0,1.0,0.7938271604938271
P3Numbers_20150514_m_10_001,65,31,1.0,0.6666666666666666,0.6538658474142345
P3Numbers_20150514_m_10_002,65,19,0.3333333333333333,0.0,0.5191861690912923
P3Numbers_20150514_m_11_001,65,24,0.6666666666666666,0.6666666666666666,0.6075520833333333
P3Numbers_20150514_m_11_002,65,12,1.0,1.0,0.7278100150440577
P3Numbers_20150514_m_12_001,65,10,0.6666666666666666,0.6666666666666666,0.7211920529801326
P3Numbers_20150514_m_12_002,65,21,1.0,1.0,0.8313217760222368
P3Numbers_20150514_m_12_003,65,22,1.0,1.0,0.6842995169082126
P3Numbers_20150514_m_13_001,65,20,0.6666666666666666,0.6666666666666666,0.7098984771573603
P3Numbers_20150514_m_13_002,65,20,1.0,1.0,0.6860885275519423
P3Numbers_20150514_m_13_003,65,7,1.0,1.0,0.9317023445463812
P3Numbers_20150514_m_13_004,65,21,0.0,0.0,0.4622349622349622
P3Numbers_20150514_m_13_005,65,12,1.0,1.0,0.7497341839447103
P3Numbers_20150514_m_13_006,65,11,1.0,1.0,0.714546783625731
P3Numbers_20150514_m_13_007,65,16,1.0,1.0,0.7676534073388838
P3Numbers_20150526_f_13_001,65,26,0.0,0.0,0.6771909403947814
P3Numbers_20150526_f_13_002,65,12,1.0,1.0,0.7749094202898551
P3Numbers_20150526_f_13_003,65,2,0.3333333333333333,1.0,0.8129943502824859
P3Numbers_20150526_f_14_001,65,12,0.6666666666666666,0.3333333333333333,0.6629505759940543
P3Numbers_20150526_m_11_001,65,13,1.0,1.0,0.7699417319670484
P3Numbers_20150526_m_12_001,65,24,0.3333333333333333,0.6666666666666666,0.6795441288643604
P3Numbers_20150526_m_12_002,65,15,1.0,1.0,0.7381573229030857
P3Numbers_20150526_m_12_003,65,7,1.0,1.0,0.6798493408662901
P3Numbers_20150526_m_12_004,65,22,1.0,1.0,0.6481909902962535
P3Numbers_20150526_m_13_001,65,13,1.0,1.0,0.7574603174603175
P3Numbers_20150526_m_13_002,65,23,0.3333333333333333,0.3333333333333333,0.6691919191919191
P3Numbers_20150526_m_13_003,65,6,1.0,1.0,0.8296378418329639
P3Numbers_20150526_m_13_004,65,8,0.3333333333333333,0.3333333333333333,0.6969111969111969
P3Numbers_20150526_m_13_005,65,23,1.0,0.3333333333333333,0.6829176114890401
P3Numbers_20150526_m_14_001,65,9,1.0,1.0,0.7991762105686157
P3Numbers_20150526_m_14_002,65,10,0.3333333333333333,0.0,0.8408333333333333
P3Numbers_20150526_m_14_003,65,12,1.0,1.0,0.7311886586695747
P3Numbers_20150526_m_14_004,65,21,0.0,0.0,0.492010582010582
P3Numbers_20150526_m_14_005,65,15,0.0,0.0,0.48176993192569517
P3Numbers_20150526_m_14_006,65,18,1.0,1.0,0.6459997197702116
P3Numbers_20150618_f_10_001,65,7,1.0,1.0,0.8450146015853152
P3Numbers_20150618_f_11_001,65,14,0.0,0.0,0.5388737235870994
P3Numbers_20150618_f_11_002,65,28,0.0,0.0,0.5197766548131512
P3Numbers_20150618_f_11_003,65,10,0.6666666666666666,1.0,0.8398454746136865
P3Numbers_20150618_f_11_004,65,7,1.0,1.0,0.7402452619843926
P3Numbers_20150618_f_11_005,65,15,1.0,1.0,0.6858464258994763
P3Numbers_20150618_f_11_006,65,20,0.0,0.0,0.5428046989720997
P3Numbers_20150618_f_11_007,65,3,1.0,1.0,0.7097868217054263
P3Numbers_20150618_f_12_001,65,16,0.0,0.0,0.46466779279279286
P3Numbers_20150618_m_11_001,65,15,1.0,1.0,0.793773483628556
P3Numbers_20150618_m_11_002,65,16,0.0,0.0,0.5968079539508112
P3Numbers_20150618_m_12_001,65,23,0.3333333333333333,0.3333333333333333,0.5502602472348731
P3Numbers_20150618_m_12_002,65,6,1.0,0.6666666666666666,0.8145743145743145
