subject,kernel,r_s,balanced_hit_seed_mean,raw_hit_seed_mean,auc_seed_mean
P3Numbers_20141023_m_15_003,35,5,1.0,1.0,0.8757267441860467
P3Numbers_20141124_f_12_001,35,7,1.0,1.0,0.8051215277777778
P3Numbers_20141124_f_12_002,35,15,1.0,1.0,0.8751851851851852
P3Numbers_20141124_f_13_001,35,29,1.0,1.0,0.6623269997654234
P3Numbers_20141124_f_13_002,35,8,1.0,1.0,0.8489795918367347
P3Numbers_20141124_f_14_001,35,18,0.3333333333333333,0.3333333333333333,0.5783162016642193
P3Numbers_20141124_f_14_002,35,10,0.3333333333333333,0.3333333333333333,0.6779371584699453
P3Numbers_20141124_f_14_003,35,4,1.0,1.0,0.9890453834115807
P3Numbers_20141124_f_14_004,35,6,1.0,1.0,0.6395282750781472
P3Numbers_20141124_f_15_001,35,22,1.0,1.0,0.8071835571835573
P3Numbers_20141124_f_17_001,35,8,0.3333333333333333,0.3333333333333333,0.8479609929078015
P3Numbers_20141124_f_17_002,35,32,0.6666666666666666,0.6666666666666666,0.7040625
P3Numbers_20141124_m_12_001,35,10,1.0,1.0,0.8092261904761905
P3Numbers_20141124_m_12_002,35,14,0.6666666666666666,1.0,0.7653383934218848
P3Numbers_20141124_m_13_001,35,23,1.0,1.0,0.7532603890362511
P3Numbers_20141124_m_14_001,35,11,1.0,0.6666666666666666,0.6654835847382431
P3Numbers_20141124_m_14_002,35,13,0.6666666666666666,1.0,0.7105654761904763
P3Numbers_20141124_m_14_004,35,25,1.0,1.0,0.716881649562188
P3Numbers_20141124_m_15_001,35,10,1.0,1.0,0.7479578392621872
P3Numbers_20141124_m_17_001,35,18,0.6666666666666666,1.0,0.7093093093093094
P3Numbers_20141204_f_10_001,35,28,1.0,1.0,0.7165973750713296
P3Numbers_20141204_f_11_001,35,9,1.0,1.0,0.8381370091896407
P3Numbers_20141204_f_11_002,35,21,1.0,1.0,0.6793650793650793
P3Numbers_20141204_f_11_003,35,11,0.3333333333333333,0.6666666666666666,0.6637569832402236
P3Numbers_20141204_f_11_004,35,12,1.0,0.6666666666666666,0.6840367499282228
P3Numbers_20141204_f_11_005,35,28,0.3333333333333333,0.3333333333333333,0.5974379397318467
P3Numbers_20141204_f_11_006,35,18,1.0,0.3333333333333333,0.6521043771043772
P3Numbers_20141204_f_12_001,35,20,0.0,0.0,0.5409237379162191
P3Numbers_20141204_f_12_002,35,17,1.0,1.0,0.7397962055959016
P3Numbers_20141204_f_12_003,35,19,0.6666666666666666,0.6666666666666666,0.6562875559925708
P3Numbers_20141204_f_13_001,35,14,1.0,1.0,0.9198232323232324
P3Numbers_20141204_f_13_002,35,14,0.3333333333333333,0.6666666666666666,0.6079189686924492
P3Numbers_20141204_f_14_001,35,25,0.3333333333333333,1.0,0.6304510155316607
P3Numbers_20141204_f_14_002,35,12,0.6666666666666666,1.0,0.6904761904761904
P3Numbers_20141204_f_15_001,35,4,0.0,0.0,0.6237037037037036
P3Numbers_20141204_m_08_001,35,21,0.0,0.3333333333333333,0.5209271771771772
P3Numbers_20141204_m_11_001,35,34,0.0,0.0,0.5666201198580322
P3Numbers_20141204_m_11_002,35,15,0.3333333333333333,0.6666666666666666,0.5249665801682787
P3Numbers_20141204_m_12_001,35,3,0.0,1.0,0.6579457364341085
P3Numbers_20141204_m_12_002,35,4,1.0,1.0,0.9161616161616162
P3Numbers_20141204_m_13_001,35,18,1.0,1.0,0.6876596424010217
P3Numbers_20141204_m_14_001,35,20,0.0,0.0,0.5670995670995671
P3Numbers_20141204_m_14_002,35,25,0.6666666666666666,0.3333333333333333,0.6636040532365396
P3Numbers_20150107_f_13_001,35,20,1.0,0.3333333333333333,0.7804774083546461
P3Numbers_20150107_f_14_001,35,16,1.0,1.0,0.8666339387988873
P3Numbers_20150107_f_14_003,35,9,1.0,0.6666666666666666,0.9204670632297862
P3Numbers_20150107_f_14_004,35,9,1.0,0.6666666666666666,0.7006381381381382
P3Numbers_20150107_f_14_005,35,12,1.0,1.0,0.7116114561766734
P3Numbers_20150107_f_14_006,35,20,0.0,0.0,0.43827664399092975
P3Numbers_20150107_f_14_007,35,9,1.0,1.0,0.7598662207357859
P3Numbers_20150107_f_15_001,35,14,0.3333333333333333,0.3333333333333333,0.6903174603174603
P3Numbers_20150107_m_14_001,35,11,1.0,1.0,0.8750992063492063
P3Numbers_20150107_m_14_002,35,14,0.0,0.0,0.5860315483603155
P3Numbers_20150107_m_14_003,35,6,0.3333333333333333,1.0,0.7962962962962963
P3Numbers_20150107_m_14_004,35,24,1.0,1.0,0.6630394857667585
P3Numbers_20150107_m_14_005,35,9,1.0,1.0,0.6620795107033639
P3Numbers_20150107_m_15_001,35,17,0.3333333333333333,1.0,0.6981158804363226
P3Numbers_20150126_f_09_001,35,13,1.0,1.0,0.8614309210526315
P3Numbers_20150126_f_09_002,35,4,0.6666666666666666,1.0,0.7119482496194826
P3Numbers_20150126_f_10_001,35,15,1.0,1.0,0.8375634517766497
P3Numbers_20150126_f_11_001,35,26,1.0,1.0,0.6060367454068242
P3Numbers_20150126_f_12_001,35,30,1.0,1.0,0.696741329983951
P3Numbers_20150126_f_12_002,35,19,0.6666666666666666,1.0,0.7870910698496904
P3Numbers_20150126_f_12_003,35,4,1.0,1.0,0.8300653594771242
P3Numbers_20150126_f_12_004,35,21,0.6666666666666666,0.6666666666666666,0.6015941730227444
P3Numbers_20150126_f_13_001,35,25,0.3333333333333333,0.6666666666666666,0.5519726247987118
P3Numbers_20150126_f_14_001,35,14,0.6666666666666666,1.0,0.754109977324263
P3Numbers_20150126_m_07_001,35,17,0.3333333333333333,0.6666666666666666,0.5638760880696365
P3Numbers_20150126_m_09_001,35,24,0.3333333333333333,0.0,0.4835225318197454
P3Numbers_20150126_m_12_001,35,6,0.3333333333333333,0.0,0.5515436944008372
P3Numbers_20150126_m_12_002,35,16,0.6666666666666666,0.3333333333333333,0.6145326278659612
P3Numbers_20150126_m_12_003,35,13,0.0,0.6666666666666666,0.5370370370370371
P3Numbers_20150126_m_12_004,35,14,1.0,1.0,0.6581536760641238
